ticker,date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Preferred Stock Dividend Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Long Term Debt Payments,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Unrealized Gain Loss On Investment Securities,Amortization Of Securities,Depreciation And Amortization,Operating Gains Losses,Gain Loss On Investment Securities,Net Income From Continuing Operations,Net Long Term Debt Issuance,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Capital Expenditure Reported,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Issuance Of Capital Stock,Common Stock Issuance,Net Short Term Debt Issuance,Dividends Received Cfi,Change In Other Current Liabilities,Change In Other Current Assets,Issuance Of Debt,Short Term Debt Payments,Long Term Debt Issuance,Dividend Received Cfo,Earnings Losses From Equity Investments,Gain Loss On Sale Of Business,Short Term Debt Issuance,Change In Tax Payable,Change In Income Tax Payable,Sale Of PPE,Change In Prepaid Assets,Provisionand Write Offof Assets,Other Cash Adjustment Outside Changein Cash,Change In Accrued Expense,Change In Interest Payable,Pension And Employee Benefit Expense,Net Foreign Currency Exchange Gain Loss,Net Preferred Stock Issuance,Preferred Stock Issuance,Cash From Discontinued Operating Activities,Taxes Refund Paid,Interest Paid Cfo,Gain Loss On Sale Of PPE,Preferred Stock Payments,Sale Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Cash Flow From Discontinued Operation,Interest Received Cfi,Other Cash Adjustment Inside Changein Cash,Interest Paid Cff,Excess Tax Benefit From Stock Based Compensation,Depletion,Dividend Paid Cfo,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities
ROP,2024-12-31,683800000.0,,0.0,-38400000.0,,,188200000.0,269600000.0,-31100000.0,-50300000.0,-832200000.0,-832200000.0,44100000.0,500000.0,-80800000.0,,-80800000.0,4000000.0,,-800000000.0,0.0,59700000.0,59700000.0,0.0,,,,-148800000.0,,-148800000.0,,,722200000.0,722200000.0,108500000.0,86200000.0,-69800000.0,-68400000.0,20500000.0,,,211100000.0,-141000000.0,,462300000.0,0.0,,,-38400000.0,105200000.0,-5800000.0,-5800000.0,6400000.0,33000000.0,,128500000.0,128500000.0,211100000.0,201900000.0,201900000.0,9200000.0,4000000.0,4000000.0,-800000000.0,1300000.0,,,0.0,,0.0,,-141000000.0,,,,,,-41300000.0,,,111000000.0,,,,,,0.0,-100700000.0,,,,,,0.0,,,,,,,,,,,,,,,,
ROP,2024-09-30,719200000.0,,0.0,-36200000.0,,,269600000.0,251500000.0,17200000.0,900000.0,886300000.0,886300000.0,-24600000.0,12200000.0,-80500000.0,,-80500000.0,4200000.0,,975000000.0,0.0,-1640800000.0,-1640800000.0,100000.0,,,,-1605800000.0,,-1605800000.0,,,755400000.0,755400000.0,170400000.0,147100000.0,-13300000.0,-13900000.0,8400000.0,,,206000000.0,-37400000.0,,367900000.0,410000000.0,,,-36200000.0,33900000.0,-11700000.0,-11700000.0,2700000.0,39600000.0,,99300000.0,99300000.0,206000000.0,196600000.0,196600000.0,9400000.0,4200000.0,4200000.0,-800000000.0,1100000.0,,,910000000.0,,910000000.0,,-37400000.0,,,,,,-41300000.0,,,45600000.0,,,,,,0.0,-98800000.0,,,,,,0.0,,,,,,,,,,,,,,,,
ROP,2024-06-30,366600000.0,,0.0,-17500000.0,,,251500000.0,198400000.0,-700000.0,53800000.0,-321500000.0,-320600000.0,-100000.0,54200000.0,-80100000.0,,-80100000.0,4500000.0,,-300000000.0,0.0,-8800000.0,-8800000.0,-100000.0,,,,400000.0,,400000.0,,,384100000.0,384100000.0,9600000.0,-52100000.0,11800000.0,17300000.0,-27500000.0,,,201500000.0,800000.0,,337100000.0,-300000000.0,,,-17500000.0,26200000.0,4200000.0,4200000.0,-3100000.0,39700000.0,,88200000.0,88200000.0,201500000.0,192200000.0,192200000.0,9300000.0,4500000.0,4500000.0,-800000000.0,1100000.0,,,910000000.0,,910000000.0,,800000.0,,,,,,-41300000.0,,,22000000.0,,,,,,0.0,-265300000.0,,,,,,0.0,,,,,,,,,,,,,,,,
ROP,2024-03-31,366600000.0,,0.0,-17500000.0,,,251500000.0,198400000.0,-700000.0,53800000.0,-321500000.0,-320600000.0,-100000.0,54200000.0,-80100000.0,,-80100000.0,4500000.0,,-300000000.0,0.0,-8800000.0,-8800000.0,-1000000.0,,,,400000.0,,400000.0,,,384100000.0,384100000.0,9600000.0,-52100000.0,11800000.0,17300000.0,-27500000.0,,,201500000.0,800000.0,,337100000.0,-300000000.0,,,-17500000.0,26200000.0,4200000.0,4200000.0,-3100000.0,39700000.0,,88200000.0,88200000.0,201500000.0,192200000.0,192200000.0,9300000.0,4500000.0,4500000.0,-800000000.0,1100000.0,,,910000000.0,,910000000.0,,800000.0,,,,,,-26800000.0,,,22000000.0,,,,,,0.0,-265300000.0,,,,,,0.0,,,,,,,,,,,,,,,,
ROP,2023-12-31,366600000.0,,0.0,-17500000.0,,,251500000.0,198400000.0,-700000.0,53800000.0,-321500000.0,-320600000.0,-100000.0,54200000.0,-80100000.0,,-80100000.0,4500000.0,,-300000000.0,0.0,-8800000.0,-8800000.0,-700000.0,,,,400000.0,,400000.0,,,384100000.0,384100000.0,9600000.0,-52100000.0,11800000.0,17300000.0,-27500000.0,,,201500000.0,800000.0,,337100000.0,-300000000.0,,,-17500000.0,26200000.0,4200000.0,4200000.0,-3100000.0,39700000.0,,88200000.0,88200000.0,201500000.0,192200000.0,192200000.0,9300000.0,4500000.0,4500000.0,-550000000.0,7200000.0,,,910000000.0,,910000000.0,,800000.0,,,,,,-26800000.0,,,22000000.0,,,,,,100000.0,-265300000.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,
UHS,2025-06-30,282964000.0,-155157000.0,-9435000.0,-266014000.0,49730000.0,246148000.0,241400000.0,223726000.0,2286000.0,15388000.0,-227651000.0,-227651000.0,3215000.0,,-12900000.0,,-12900000.0,-150678000.0,-155157000.0,-67288000.0,-9435000.0,-305939000.0,-305939000.0,,-42707000.0,,,264000.0,,264000.0,-266014000.0,-266014000.0,548978000.0,548978000.0,71493000.0,80480000.0,125738000.0,125738000.0,-64076000.0,,,152004000.0,,,362612000.0,-67288000.0,,,,-112810000.0,-144554000.0,,,24112000.0,,,,152004000.0,,,,4479000.0,4479000.0,,,,-21915000.0,-57853000.0,,-57853000.0,,,,,-144554000.0,-144554000.0,,,,,31744000.0,-15618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS,2025-03-31,121022000.0,-223385000.0,-9113000.0,-239026000.0,27718000.0,5638000.0,223726000.0,224752000.0,1645000.0,-2671000.0,-91420000.0,-91420000.0,-1500000.0,,-13534000.0,,-13534000.0,-219727000.0,-223385000.0,143341000.0,-9113000.0,-271299000.0,-271299000.0,,-23695000.0,,,-8578000.0,,-8578000.0,-239026000.0,-239026000.0,360048000.0,360048000.0,-110815000.0,-39013000.0,-218374000.0,-218374000.0,-20705000.0,,,148345000.0,,,321628000.0,143341000.0,,,,147061000.0,88641000.0,,,21595000.0,,,,148345000.0,,,,3658000.0,3658000.0,,,,-489000.0,152454000.0,,152454000.0,,,,,88641000.0,88641000.0,,,,,58420000.0,11086000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS,2024-12-31,412492000.0,-250166000.0,-168486000.0,-245945000.0,23896000.0,88455000.0,224752000.0,204597000.0,-3529000.0,23684000.0,-426760000.0,-426760000.0,730000.0,,-13044000.0,,-13044000.0,-245960000.0,-250166000.0,-168486000.0,-168486000.0,-207993000.0,-207993000.0,8344000.0,48527000.0,,,-18919000.0,79000.0,-18998000.0,-245945000.0,-245945000.0,658437000.0,658437000.0,223223000.0,56647000.0,55652000.0,55652000.0,-70440000.0,,,146781000.0,-4796000.0,,337047000.0,-168486000.0,,,,117466000.0,23600000.0,,,26622000.0,,,,146781000.0,,,,4206000.0,4206000.0,,,,-6542000.0,0.0,,0.0,,,,,23600000.0,23600000.0,,,,,93866000.0,14576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS,2024-09-30,85045000.0,-182601000.0,-2088840000.0,-247932000.0,48476000.0,105476000.0,204597000.0,223819000.0,3088000.0,-22310000.0,-89650000.0,-89650000.0,-6760000.0,,-13296000.0,,-13296000.0,-178964000.0,-182601000.0,109370000.0,-2088840000.0,-265637000.0,-265637000.0,24595000.0,-42497000.0,,,197000.0,1000.0,0.0,-247932000.0,-247932000.0,332977000.0,332977000.0,-54073000.0,-26902000.0,-54471000.0,-54471000.0,-56751000.0,,,149567000.0,1759000.0,,265910000.0,109370000.0,,,,29891000.0,-37919000.0,,,26565000.0,,,,149567000.0,,,,3637000.0,3637000.0,,,,-2591000.0,2198210000.0,,2198210000.0,,,,,-37919000.0,-37919000.0,,,,,67810000.0,-5072000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS,2024-06-30,437887000.0,-95903000.0,-318770000.0,-241394000.0,47786000.0,128828000.0,223819000.0,206800000.0,100000.0,16919000.0,-419520000.0,-419520000.0,4572000.0,,-13405000.0,,-13405000.0,-91917000.0,-95903000.0,-318770000.0,-318770000.0,-242842000.0,-242842000.0,196000.0,-1489000.0,,,-155000.0,41000.0,0.0,-241394000.0,-241394000.0,679281000.0,679281000.0,241998000.0,78357000.0,140620000.0,140620000.0,-31059000.0,,,147480000.0,0.0,,294330000.0,-318770000.0,,,,5744000.0,-45223000.0,,,26532000.0,,,,147480000.0,,,,3986000.0,3986000.0,,,,17277000.0,0.0,,0.0,,,,,-45223000.0,-45223000.0,,,,,50967000.0,-143000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS,2024-03-31,437887000.0,-95903000.0,-318770000.0,-241394000.0,47786000.0,128828000.0,223819000.0,206800000.0,100000.0,16919000.0,-419520000.0,-419520000.0,4572000.0,,-13405000.0,,-13405000.0,-91917000.0,-95903000.0,-318770000.0,-318770000.0,-242842000.0,-242842000.0,5428000.0,-1489000.0,,,-155000.0,155000.0,0.0,-241394000.0,-241394000.0,679281000.0,679281000.0,241998000.0,78357000.0,140620000.0,140620000.0,-31059000.0,,,147480000.0,-3725000.0,,294330000.0,-318770000.0,,,,5744000.0,-45223000.0,,,26532000.0,,,,147480000.0,,,,3986000.0,3986000.0,,,,17277000.0,0.0,,0.0,,,,,-45223000.0,-45223000.0,,,,,50967000.0,-143000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS,2023-12-31,437887000.0,-95903000.0,-318770000.0,-241394000.0,47786000.0,128828000.0,223819000.0,206800000.0,100000.0,16919000.0,-419520000.0,-419520000.0,4572000.0,,-13405000.0,,-13405000.0,-91917000.0,-95903000.0,-318770000.0,-318770000.0,-242842000.0,-242842000.0,499000.0,-1489000.0,,,-155000.0,16000.0,0.0,-241394000.0,-241394000.0,679281000.0,679281000.0,241998000.0,78357000.0,140620000.0,140620000.0,-31059000.0,,,147480000.0,0.0,,294330000.0,-318770000.0,,,,5744000.0,-45223000.0,,,26532000.0,,,,147480000.0,,,,3986000.0,3986000.0,,,,17277000.0,0.0,,0.0,,,,,-45223000.0,-45223000.0,,,,,50967000.0,-143000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW,2025-06-30,-448085000.0,,,-709516000.0,97566000.0,,18841000.0,10047000.0,,8794000.0,414580000.0,414580000.0,-10625000.0,,-105216000.0,,-105216000.0,215000.0,,530206000.0,,-667217000.0,-667217000.0,42869000.0,-570000.0,433830000.0,-434400000.0,0.0,0.0,,,,261431000.0,261431000.0,-210373000.0,,-236945000.0,-141387000.0,30857000.0,,,241574000.0,,,196870000.0,,,,-709516000.0,45037000.0,45037000.0,71960000.0,-22727000.0,5196000.0,,-2693000.0,-2693000.0,241574000.0,,,,,,534802000.0,,-29732000.0,33994000.0,,,,,,0.0,,-26923000.0,-26923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW,2025-03-31,-220657000.0,,,-622552000.0,91475000.0,,10047000.0,3838000.0,,6209000.0,190429000.0,190429000.0,-3000.0,,-104934000.0,,-104934000.0,-6381000.0,,301747000.0,,-586115000.0,-586115000.0,37008000.0,-571000.0,485814000.0,-486385000.0,0.0,0.0,,,,401895000.0,401895000.0,97279000.0,,93934000.0,93800000.0,46312000.0,,,250651000.0,,,-338000.0,,,,-622552000.0,112530000.0,112530000.0,56010000.0,-2770000.0,7160000.0,,831000.0,831000.0,250651000.0,,,,,,301747000.0,,-67497000.0,-38918000.0,,,,,,0.0,,56520000.0,56520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW,2024-12-31,-92132000.0,,-441050000.0,-531624000.0,94676000.0,84583000.0,3838000.0,49171000.0,,-45333000.0,-20518000.0,-20518000.0,-10627000.0,,-100074000.0,,-100074000.0,345233000.0,,-255050000.0,-200000000.0,-464307000.0,-464307000.0,60579000.0,-13262000.0,545723000.0,-558985000.0,20000000.0,20000000.0,,,,439492000.0,439492000.0,126515000.0,,403109000.0,318171000.0,69847000.0,,,244597000.0,0.0,,-2521000.0,-200000000.0,,,-531624000.0,-197949000.0,-197949000.0,-32172000.0,26598000.0,6592000.0,,-5538000.0,-5538000.0,244597000.0,,,,,,-55050000.0,,-89515000.0,-15728000.0,186000000.0,-241050000.0,0.0,,,0.0,186000000.0,-165777000.0,-165777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW,2024-09-30,-32653000.0,,78050000.0,-665846000.0,88350000.0,24366000.0,49171000.0,4007000.0,,45164000.0,-5820000.0,-5820000.0,0.0,,-98293000.0,,-98293000.0,423000.0,,92050000.0,0.0,-582209000.0,-582209000.0,77279000.0,-10186000.0,367996000.0,-378182000.0,16544000.0,16544000.0,,,,633193000.0,633193000.0,55652000.0,,-220188000.0,-273065000.0,-54195000.0,,,246041000.0,0.0,,399272000.0,0.0,,,-665846000.0,65871000.0,65871000.0,-74555000.0,21005000.0,6318000.0,,-19895000.0,-19895000.0,246041000.0,,,,,,92050000.0,,155860000.0,33104000.0,14000000.0,78050000.0,0.0,,,0.0,14000000.0,140426000.0,140426000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW,2024-06-30,-344184000.0,,78050000.0,-533969000.0,93349000.0,4049000.0,4007000.0,9634000.0,,-5627000.0,267610000.0,267610000.0,0.0,,-98214000.0,,-98214000.0,273000.0,,376179000.0,0.0,-463022000.0,-463022000.0,61850000.0,0.0,328505000.0,-328505000.0,9097000.0,9097000.0,,,,189785000.0,189785000.0,-338154000.0,,-290929000.0,-142690000.0,56160000.0,,,239133000.0,0.0,,208111000.0,638229000.0,,,-533969000.0,52077000.0,52077000.0,75714000.0,-59872000.0,4687000.0,,19848000.0,19848000.0,239133000.0,,,,,,-262050000.0,,-31228000.0,-8202000.0,1663229000.0,78050000.0,1313229000.0,,,0.0,14000000.0,-23637000.0,-23637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW,2024-03-31,-344184000.0,,78050000.0,-533969000.0,93349000.0,20970000.0,4007000.0,9634000.0,,-5627000.0,267610000.0,267610000.0,0.0,,-98214000.0,,-98214000.0,273000.0,,376179000.0,0.0,-463022000.0,-463022000.0,61850000.0,0.0,328505000.0,-328505000.0,9097000.0,9097000.0,,,,189785000.0,189785000.0,-338154000.0,,-290929000.0,-142690000.0,56160000.0,,,239133000.0,-22988000.0,,208111000.0,0.0,,,-533969000.0,52077000.0,52077000.0,75714000.0,-59872000.0,4687000.0,,19848000.0,19848000.0,239133000.0,,,,,,-262050000.0,,-31228000.0,-8202000.0,0.0,78050000.0,0.0,,,0.0,14000000.0,-23637000.0,-23637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW,2023-12-31,-344184000.0,,0.0,-533969000.0,93349000.0,8769000.0,4007000.0,9634000.0,,-5627000.0,267610000.0,267610000.0,-10627000.0,,-98214000.0,,-98214000.0,273000.0,,376179000.0,0.0,-463022000.0,-463022000.0,61850000.0,0.0,328505000.0,-328505000.0,9097000.0,9097000.0,,,,189785000.0,189785000.0,-338154000.0,,-290929000.0,-142690000.0,56160000.0,,,239133000.0,1000.0,1000.0,208111000.0,0.0,,,-533969000.0,52077000.0,52077000.0,75714000.0,-59872000.0,4687000.0,,19848000.0,19848000.0,239133000.0,,,,,,-262050000.0,,-31228000.0,-8202000.0,241900000.0,78050000.0,0.0,,,0.0,14000000.0,-23637000.0,-23637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX,2025-06-30,425000000.0,,-547000000.0,-83000000.0,,,893000000.0,816000000.0,0.0,77000000.0,-301000000.0,-301000000.0,-17000000.0,16000000.0,-153000000.0,,-153000000.0,,,-147000000.0,-547000000.0,-130000000.0,-130000000.0,0.0,41000000.0,41000000.0,,-88000000.0,0.0,,-83000000.0,-83000000.0,508000000.0,508000000.0,-92000000.0,39000000.0,-320000000.0,-320000000.0,20000000.0,,,61000000.0,-12000000.0,,488000000.0,-147000000.0,,,,157000000.0,89000000.0,89000000.0,32000000.0,59000000.0,,-16000000.0,-16000000.0,61000000.0,,,,,,,,,,400000000.0,,400000000.0,,,,,,,,,,,68000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX,2025-03-31,216000000.0,,-531000000.0,-43000000.0,,,816000000.0,1240000000.0,0.0,-424000000.0,-675000000.0,-675000000.0,-16000000.0,24000000.0,-152000000.0,,-152000000.0,,,-531000000.0,-531000000.0,-8000000.0,-8000000.0,0.0,41000000.0,41000000.0,,-88000000.0,0.0,,-43000000.0,-43000000.0,259000000.0,259000000.0,-203000000.0,-29000000.0,-35000000.0,-35000000.0,-2000000.0,,,63000000.0,-12000000.0,,340000000.0,-531000000.0,,,,-140000000.0,-141000000.0,-141000000.0,1000000.0,54000000.0,,3000000.0,3000000.0,63000000.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX,2024-12-31,150000000.0,,0.0,-71000000.0,,,1240000000.0,1241000000.0,0.0,-1000000.0,-152000000.0,-152000000.0,-7000000.0,3000000.0,-148000000.0,,-148000000.0,,,0.0,0.0,-70000000.0,-70000000.0,0.0,41000000.0,41000000.0,,-88000000.0,0.0,,-71000000.0,-71000000.0,221000000.0,221000000.0,-293000000.0,-34000000.0,41000000.0,41000000.0,58000000.0,,,63000000.0,-12000000.0,,336000000.0,0.0,,,,-210000000.0,-200000000.0,-200000000.0,-90000000.0,49000000.0,,8000000.0,8000000.0,63000000.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX,2024-09-30,27000000.0,,0.0,-68000000.0,,,1241000000.0,1360000000.0,0.0,-119000000.0,-146000000.0,-146000000.0,-28000000.0,29000000.0,-147000000.0,,-147000000.0,,,0.0,0.0,-68000000.0,-68000000.0,0.0,41000000.0,41000000.0,,-88000000.0,0.0,,-68000000.0,-68000000.0,95000000.0,95000000.0,-317000000.0,-37000000.0,-199000000.0,-199000000.0,8000000.0,,,64000000.0,-12000000.0,,305000000.0,0.0,,,,63000000.0,10000000.0,10000000.0,-144000000.0,38000000.0,,-3000000.0,-3000000.0,64000000.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX,2024-06-30,380000000.0,0.0,0.0,-54000000.0,,,1360000000.0,797000000.0,0.0,563000000.0,-154000000.0,-154000000.0,-7000000.0,0.0,-147000000.0,,-147000000.0,0.0,0.0,0.0,0.0,283000000.0,283000000.0,2000000.0,9000000.0,9000000.0,0.0,-88000000.0,0.0,,-54000000.0,-54000000.0,434000000.0,434000000.0,104000000.0,217000000.0,-97000000.0,-97000000.0,15000000.0,,,63000000.0,-313000000.0,,513000000.0,0.0,,,,32000000.0,119000000.0,119000000.0,-48000000.0,38000000.0,,14000000.0,14000000.0,63000000.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,-87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX,2024-03-31,380000000.0,0.0,0.0,-54000000.0,,,1360000000.0,797000000.0,0.0,563000000.0,-154000000.0,-154000000.0,-7000000.0,0.0,-147000000.0,,-147000000.0,0.0,0.0,0.0,0.0,283000000.0,283000000.0,3000000.0,5000000.0,9000000.0,0.0,-88000000.0,0.0,,-54000000.0,-54000000.0,434000000.0,434000000.0,104000000.0,217000000.0,-97000000.0,-97000000.0,15000000.0,,,63000000.0,0.0,,513000000.0,0.0,,,,32000000.0,119000000.0,119000000.0,-48000000.0,38000000.0,,14000000.0,14000000.0,63000000.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,-87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX,2023-12-31,380000000.0,0.0,0.0,-54000000.0,,,1360000000.0,797000000.0,0.0,563000000.0,-154000000.0,-154000000.0,-7000000.0,0.0,-147000000.0,,-147000000.0,0.0,0.0,0.0,0.0,283000000.0,283000000.0,3000000.0,0.0,9000000.0,0.0,-88000000.0,0.0,,-54000000.0,-54000000.0,434000000.0,434000000.0,104000000.0,217000000.0,-97000000.0,-97000000.0,15000000.0,,,63000000.0,0.0,,513000000.0,0.0,,,,32000000.0,119000000.0,119000000.0,-48000000.0,38000000.0,,14000000.0,14000000.0,63000000.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,-87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,2025-06-30,15292000.0,,-737364000.0,-1042017000.0,,,437786000.0,200618000.0,,237168000.0,283816000.0,283816000.0,-3815000.0,,-272506000.0,-1879000.0,-270627000.0,218021000.0,,342116000.0,-737364000.0,-1103957000.0,-1103957000.0,-66069000.0,4166000.0,59892000.0,-55726000.0,-37000.0,,-37000.0,-1042017000.0,-1042017000.0,1057309000.0,1057309000.0,283611000.0,70987000.0,237764000.0,,-122508000.0,,,494699000.0,-20562000.0,,354608000.0,-210578000.0,,,,-25140000.0,-25140000.0,-25140000.0,,,,67461000.0,67461000.0,494699000.0,109103000.0,109103000.0,385596000.0,218021000.0,218021000.0,,,,,526786000.0,,526786000.0,,,,,,,,,,,,,-20562000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,2025-03-31,33211000.0,,-321656000.0,-1007384000.0,,,200618000.0,127308000.0,,73310000.0,31945000.0,31945000.0,-23000000.0,,-272112000.0,-1880000.0,-270232000.0,0.0,,327057000.0,-321656000.0,-999230000.0,-999230000.0,5700000.0,2958000.0,64007000.0,-61049000.0,-504000.0,,-504000.0,-1007384000.0,-1007384000.0,1040595000.0,1040595000.0,-327779000.0,92572000.0,-288984000.0,,56013000.0,,,835028000.0,-18811000.0,,552668000.0,879751000.0,,,,-131367000.0,-131367000.0,-131367000.0,,,,-56524000.0,-56524000.0,835028000.0,455449000.0,455449000.0,379579000.0,0.0,0.0,-552694000.0,,,,1201407000.0,,1201407000.0,,,,,,,,,,,,,-18811000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,2024-12-31,-546548000.0,,588405000.0,-1188679000.0,,,127308000.0,202801000.0,,-75493000.0,494583000.0,494583000.0,-1608000.0,,-258147000.0,-1880000.0,-256267000.0,159269000.0,,595069000.0,-689847000.0,-1212207000.0,-1212207000.0,-35871000.0,-850333000.0,-740918000.0,-109415000.0,862676000.0,,-37000.0,-1188679000.0,-1188679000.0,642131000.0,642131000.0,151752000.0,127586000.0,-254814000.0,,-543227000.0,,,588222000.0,742118000.0,,74400000.0,-588224000.0,,,,278980000.0,278980000.0,278980000.0,,,,92885000.0,92885000.0,588222000.0,215369000.0,215369000.0,372853000.0,159269000.0,159269000.0,1183293000.0,,,,101623000.0,,101623000.0,,,,,,,,,,,,,-18901000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,2024-09-30,-515353000.0,,-961753000.0,-1070933000.0,,,202801000.0,132633000.0,,70168000.0,-92936000.0,-92936000.0,-6981000.0,,-256191000.0,-1880000.0,-254311000.0,581989000.0,,-411753000.0,316499000.0,-392476000.0,-392476000.0,11151000.0,867603000.0,917645000.0,-50042000.0,-200297000.0,,-200297000.0,-1070933000.0,-1070933000.0,555580000.0,555580000.0,-295052000.0,-63542000.0,-81967000.0,,-133471000.0,,,610102000.0,-18944000.0,,-116177000.0,866499000.0,,,,-149543000.0,-149543000.0,-149543000.0,,,464019000.0,45103000.0,45103000.0,610102000.0,243957000.0,243957000.0,366145000.0,581989000.0,581989000.0,1183293000.0,,,,550000000.0,,550000000.0,,,,,,,,,,,,,-18944000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,2024-06-30,-400760000.0,,-1598252000.0,-1071474000.0,,,132633000.0,360396000.0,,-227763000.0,585652000.0,585652000.0,-24768000.0,,-248003000.0,-1879000.0,-246124000.0,172794000.0,,685629000.0,-1598252000.0,-1484129000.0,-1484129000.0,5505000.0,3761000.0,49708000.0,-45947000.0,-421921000.0,,-421921000.0,-1071474000.0,-1071474000.0,670714000.0,670714000.0,209599000.0,68608000.0,116332000.0,,-238704000.0,,,240454000.0,-18781000.0,,337221000.0,901748000.0,,,,24659000.0,24659000.0,24659000.0,,,464019000.0,140925000.0,140925000.0,240454000.0,-114137000.0,-114137000.0,354591000.0,172794000.0,172794000.0,1183293000.0,,,,2500000000.0,,2500000000.0,,,,,,,,,,,,,-18781000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,2024-03-31,-400760000.0,,-1598252000.0,-1071474000.0,,,132633000.0,360396000.0,,-227763000.0,585652000.0,585652000.0,-24768000.0,,-248003000.0,-1879000.0,-246124000.0,172794000.0,,685629000.0,-1598252000.0,-1484129000.0,-1484129000.0,5505000.0,3761000.0,49708000.0,-45947000.0,-421921000.0,,-421921000.0,-1071474000.0,-1071474000.0,670714000.0,670714000.0,209599000.0,68608000.0,116332000.0,,-238704000.0,,,240454000.0,-18781000.0,,337221000.0,901748000.0,,,,24659000.0,24659000.0,24659000.0,,,464019000.0,140925000.0,140925000.0,240454000.0,-114137000.0,-114137000.0,354591000.0,172794000.0,172794000.0,216119000.0,,,,2500000000.0,,2500000000.0,,,,,,,,,,,,,-18781000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
